playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
ROGUE,4,How much more poisoned can a blade get?  The answer is a lot.  A lot more poisoned.,EPIC,TGT,true,,AT_034,Your Hero Power gives this weapon +1 Attack instead of replacing it.,Nutthapon Petchthai,,WEAPON,Poisoned Blade,,400,1600,100,400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,1,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",COMMON,GVG,true,,GVG_013,Has +2 Attack while you have a Mech.,Trent Kaniuga,,MINION,Cogmaster,,40,400,5,50,1,,2,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",COMMON,EXPERT1,true,,CS2_221,<b>Enrage:</b> Your weapon has +2 Attack.,Justin Sweet,,MINION,Spiteful Smith,,40,400,5,50,4,,6,ENRAGED,,,,HORDE,,,,,,,,,,,Summoning,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,2,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",COMMON,EXPERT1,true,,EX1_160,<b>Choose One</b> - Give your minions +1/+1; or Summon a 3/2 Panther.,Steve Tappin,,SPELL,Power of the Wild,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,The wonderful thing about tigers is tigers are wonderful things!,COMMON,EXPERT1,true,,EX1_028,<b>Stealth</b>,Alex Horley Orlandelli,,MINION,Stranglethorn Tiger,,40,400,5,50,5,BEAST,5,STEALTH,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"He's looking for a drummer.  The current candidates are: Novice Engineer, Sen'jin Shieldmasta', and Ragnaros the Firelord.",LEGENDARY,PROMO,true,,PRO_001,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Samwise Didier,Awarded at BlizzCon 2013.,MINION,Elite Tauren Chieftain,,,,,,5,,5,BATTLECRY,,,,,,,PRO_001a,PRO_001b,PRO_001c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,4,"The elements respond to anyone who calls them for a worthy cause, even if you call them by yelling, ""MRGHRGLGLGL!""",EPIC,GVG,true,,GVG_040,"Whenever another friendly Murloc dies, draw a card. <b>Overload</b>: (1)",Clint Langley,,MINION,Siltfin Spiritwalker,,400,1600,100,400,2,MURLOC,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ROGUE,0,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",FREE,CORE,true,0,CS2_072,Deal 2 damage to an undamaged minion.,Michael Sutfin,Unlocked at Level 36.,SPELL,Backstab,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,1,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,FREE,CORE,true,,EX1_011,<b>Battlecry:</b> Restore 2 Health.,Karl Richardson,Unlocked at Rogue Level 55.,MINION,Voodoo Doctor,,,,,,2,,1,BATTLECRY,,,,HORDE,,,,,,,,,,Restore 2 Health.,,,,,0,,,,,,,,,,,,,,,,,,,,
MAGE,3,Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.,FREE,CORE,true,,CS2_023,Draw 2 cards.,Dave Berggren,Unlocked at Level 15.,SPELL,Arcane Intellect,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,He just wants a hug.   A sloppy... slimy... hug.,COMMON,CORE,true,,CS2_173,<b>Charge</b>,Jakub Kasper,Unlocked at Paladin Level 53.,MINION,Bluegill Warrior,,,,,,2,MURLOC,1,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,3,"If you put this into your deck, you WILL lose the trust of your other minions.",RARE,EXPERT1,true,,EX1_304,<b>Battlecry:</b> Destroy the minions on either side of this minion and gain their Attack and Health.,Alexander Alexandrov,,MINION,Void Terror,,100,800,20,100,3,DEMON,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?",LEGENDARY,EXPERT1,true,,NEW1_030,<b>Battlecry:</b> Destroy all other minions and discard your hand.,Bernie Kang,,MINION,Deathwing,,1600,3200,400,1600,12,DRAGON,12,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,5,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",COMMON,CORE,true,,CS1_112,Deal 2 damage to all enemies. Restore #2 Health to all friendly characters.,Luca Zontini,Unlocked at Level 45.,SPELL,Holy Nova,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,1,"""Light it up!"" - Command given to both Lightwardens and Goblins holding Flamecannons.",RARE,GVG,true,0,GVG_012,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",Jesper Ejsing,,SPELL,Light of the Naaru,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,COMMON,GVG,true,,GVG_078,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,Chris Seaman,,MINION,Mechanical Yeti,,40,400,5,50,4,MECHANICAL,5,DEATHRATTLE,,,,,,,PART_001,PART_003,PART_006,PART_007,PART_004,PART_005,PART_002,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",EPIC,TGT,true,,AT_118,<b>Battlecry:</b> Add a random Paladin card to your hand.,Todd Lockwood,,MINION,Grand Crusader,,400,1600,100,400,5,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,It's good to be a knight.   Less so to be one's squire.,COMMON,EXPERT1,true,,CS2_151,<b>Battlecry:</b> Summon a 2/2 Squire.,Matt Starbuck,,MINION,Silver Hand Knight,,40,400,5,50,4,,4,BATTLECRY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,COMMON,CORE,true,,CS2_201,,E.M. Gist,Unlocked at Hunter Level 51.,MINION,Core Hound,,,,,,9,BEAST,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",LEGENDARY,BRM,true,,BRM_027,"<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.",Alex Horley Orlandelli,Can be crafted after completing Molten Core.,MINION,Majordomo Executus,Unlocked by completing Molten Core.,,,,,9,,7,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,2,And he can't get up.,RARE,TGT,true,,AT_003,Your Hero Power deals 1 extra damage.,Arthur Bozonnet,,MINION,Fallen Hero,,100,800,20,100,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,"Windfury is like Earthfury and Firefury, but more light and airy.",FREE,CORE,true,0,CS2_039,Give a minion <b>Windfury</b>.,Justin Sweet,Unlocked at Level 23.,SPELL,Windfury,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,RARE,EXPERT1,true,,EX1_597,"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.",Mark Gibbons,,MINION,Imp Master,,100,800,20,100,1,,5,,,,,,,,,,,,,,,,Imp Master,,,,,,,,,,,,,,,,,,,,,,,,
,7,MARVEL AT HIS MIGHT!,LEGENDARY,GVG,true,,GVG_110,<b>Battlecry</b>: Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>,Alex Garner,,MINION,Dr. Boom,,1600,3200,400,1600,7,,7,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",RARE,TGT,true,,AT_071,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.",Evgeniy Zagumennyy,,MINION,Alexstrasza's Champion,,100,800,20,100,2,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,You have no idea how tired this guy is of being released.,COMMON,TGT,true,0,AT_103,<b>Battlecry:</b> Deal 4 damage.,Seamus Gallagher,,MINION,North Sea Kraken,,40,400,5,50,9,,7,BATTLECRY,,,,,,,,,,,,,,Deal 4 damage.,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,RARE,EXPERT1,true,,EX1_594,"<b>Secret:</b> When a minion attacks your hero, destroy it.",Raymond Swanland,,SPELL,Vaporize,,100,800,20,100,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,Real hunters tame hungry crabs.,RARE,GVG,true,,GVG_017,"Draw a card.
If it's a Beast, it costs (4) less.",E.M. Gist,,SPELL,Call Pet,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,"The engineering equivalent of a ""Kick Me"" sticker.",RARE,GVG,true,,GVG_093,<b>Taunt</b>,Matt Dixon,,MINION,Target Dummy,,100,800,20,100,0,MECHANICAL,2,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,One bot's junk is another bot's AWESOME UPGRADE!,EPIC,GVG,true,,GVG_106,"Whenever a friendly Mech dies, gain +2/+2.",Zoltan Boros,,MINION,Junkbot,,400,1600,100,400,1,MECHANICAL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",EPIC,EXPERT1,true,,EX1_590,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,Trent Kaniuga,,MINION,Blood Knight,,400,1600,100,400,3,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,RARE,EXPERT1,true,,EX1_287,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",Jason Chan,,SPELL,Counterspell,,100,800,20,100,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,,,FREE,CORE,true,,HERO_09,,,,HERO,Anduin Wrynn,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,1,I am not sure how you get demptioned the first time.  It’s a mystery!,COMMON,EXPERT1,true,,EX1_136,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",Ittoku,,SPELL,Redemption,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,"Simple, misguided, and incredibly dangerous. You know, like most things ogre.",COMMON,GVG,true,,GVG_054,50% chance to attack the wrong enemy.,Richard Wright,,WEAPON,Ogre Warmaul,,40,400,5,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,1,There is no beast more frightening (or ridiculous) than a fully enraged chicken.,RARE,EXPERT1,true,,EX1_009,<b>Enrage:</b> +5 Attack.,Mike Sass,,MINION,Angry Chicken,,100,800,20,100,1,BEAST,1,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,4,"You see, it's all about <i>throughput</i>.",FREE,CORE,true,,DS1_183,Deal 3 damage to two random enemy minions.,Benjamin Zhang,Unlocked at Level 36.,SPELL,Multi-Shot,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
WARRIOR,4,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,COMMON,CORE,true,,NEW1_011,<b>Charge</b>,Alex Horley Orlandelli,Unlocked at Level 44.,MINION,Kor'kron Elite,Unlocked at Level 4.,,,,,4,,3,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,"Rexxar narrowed his eyes, grabbed his machine gun, and said: ""It's go time.  Lock and load.""
This card pays homage to that special moment.",EPIC,TGT,true,,AT_061,"Each time you cast a spell this turn, add a random Hunter card to your hand.",Matt Dixon,,SPELL,Lock and Load,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Golems are not afraid, but for some reason they still run when you cast Fear on them.  Instinct, maybe?  A desire to blend in?",COMMON,CORE,true,,CS2_186,,Dave Kendall,Unlocked at Rogue Level 51.,MINION,War Golem,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"They're still embarassed about ""The Deathwing Incident"".",COMMON,CORE,true,,CS2_131,<b>Charge</b>,Ladronn,Unlocked at Paladin Level 55.,MINION,Stormwind Knight,,,,,,2,,5,CHARGE,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,It's like putting racing stripes and a giant spoiler on your hero power.,LEGENDARY,TGT,true,,AT_132,<b>Battlecry:</b> Replace your starting Hero Power with a better one.,Jomaro Kindred,,MINION,Justicar Trueheart,,1600,3200,400,1600,6,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,2,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",COMMON,TGT,true,,AT_042,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,Arthur Gimaldinov,,MINION,Druid of the Saber,,40,400,5,50,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Don't worry.  With a little skin cream he's going to clear right up.,RARE,TGT,true,,AT_105,<b>Battlecry:</b> Deal 3 damage to this minion.,Zoltan Boros,,MINION,Injured Kvaldir,,100,800,20,100,2,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,4,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",EPIC,EXPERT1,true,,EX1_313,<b>Battlecry:</b> Deal 5 damage to your hero.,Glenn Rane,,MINION,Pit Lord,,400,1600,100,400,5,DEMON,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"The Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.",RARE,EXPERT1,true,,EX1_067,"<b>Charge</b>
<b>Divine Shield</b>",James Ryman,,MINION,Argent Commander,,100,800,20,100,4,,2,CHARGE,,,DIVINE_SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"She may be an evil cult master, but she still calls her parents once a week.",COMMON,EXPERT1,true,,EX1_595,"Whenever one of your other minions dies, draw a card.",Raymond Swanland,,MINION,Cult Master,,40,400,5,50,4,,2,,,,,,,,,,,,,,,,Cultist,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,3,"So you ripped this out of a machine, carved some runes on it, stuck it on a handle, and now it's a weapon of great divine power? Seems legit.",EPIC,GVG,true,,GVG_059,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,Dany Orizio,,WEAPON,Coghammer,,400,1600,100,400,2,,,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
SHAMAN,,,FREE,CORE,true,,HERO_02,,,,HERO,Thrall,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,6,Druidic recycling involves putting plastics in one bin and enemy minions in another bin.,RARE,GVG,true,0,GVG_031,Shuffle an enemy minion into your opponent's deck.,Efrem Palacios,,SPELL,Recycle,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
,6,Apparently it really was just a flesh wound.,LEGENDARY,TGT,true,,AT_128,"<b>Deathrattle:</b> Reveal a minion in each deck. If yours costs more, return this to your hand.",Mike Sass,,MINION,The Skeleton Knight,,1600,3200,400,1600,7,,4,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,COMMON,EXPERT1,true,0,EX1_124,Deal 2 damage. <b>Combo:</b> Deal 4 damage instead.,Ariel Olivetti,,SPELL,Eviscerate,,40,400,5,50,,,,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",COMMON,CORE,true,,CS2_182,,Mauro Cascioli,Unlocked at Warrior Level 55.,MINION,Chillwind Yeti,,,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,5,Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.,EPIC,EXPERT1,true,,EX1_567,"<b>Windfury, Overload:</b> (2)",John Polidora,,WEAPON,Doomhammer,,400,1600,100,400,2,,,WINDFURY,,,,,,,,,,,,,,,,,,,,2,,,,8,,,,,,,,,,,,,,,
WARLOCK,1,Imps are content to hide and viciously taunt everyone nearby.,COMMON,EXPERT1,true,,CS2_059,"<b>Stealth</b>. At the end of your turn, give another random friendly minion +1 Health.",Bernie Kang,,MINION,Blood Imp,,40,400,5,50,0,DEMON,1,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",RARE,EXPERT1,true,,EX1_170,Destroy any minion damaged by this minion.,Lars Grant-West,,MINION,Emperor Cobra,,100,800,20,100,2,BEAST,3,POISONOUS,,,,,,,,,,,,,,,Fanged,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,EPIC,GVG,true,,GVG_087,Your Hero Power can target minions.,Jun Kang,,MINION,Steamwheedle Sniper,,400,1600,100,400,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,8,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",LEGENDARY,EXPERT1,true,,EX1_414,"<b>Charge</b>
<b>Enrage:</b> +6 Attack",Glenn Rane,,MINION,Grommash Hellscream,,1600,3200,400,1600,4,,9,CHARGE,,,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,RARE,EXPERT1,true,,EX1_133,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,Daren Bader,,WEAPON,Perdition's Blade,,100,800,20,100,2,,,BATTLECRY,,,COMBO,,,,,,,,,,,Deal 1 damage.  Combo: 2 instead.,,,,,0,,,,,2,,,,,,,,,,,,,,,
HUNTER,7,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,EPIC,EXPERT1,true,,DS1_188,Your hero is <b>Immune</b> while attacking.,Peter C. Lee,,WEAPON,Gladiator's Longbow,,400,1600,100,400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,4,There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.,LEGENDARY,NAXX,true,,FP1_031,Your minions trigger their <b>Deathrattles</b> twice.,Ralph Horsley,Can be crafted after completing the Military Quarter.,MINION,Baron Rivendare,Unlocked by completing the Military Quarter.,,,,,1,,7,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,2,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",FREE,CORE,true,0,CS2_234,Destroy a minion with 3 or less Attack.,Raymond Swanland,Unlocked at Level 36.,SPELL,Shadow Word: Pain,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
,2,"How is this supposed to work?  Your enemies think, ""<i>Hey!</i> Cute sheep!"" and run over to cuddle it?",COMMON,GVG,true,,GVG_076,<b>Deathrattle:</b> Deal 2 damage to all minions.,Ralph Horsley,,MINION,Explosive Sheep,,40,400,5,50,1,MECHANICAL,1,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,He's burly because he does CrossFit.,COMMON,GVG,true,,GVG_068,"Whenever your opponent casts a spell, gain +2 Attack.",Aleksi Briclot,,MINION,Burly Rockjaw Trogg,,40,400,5,50,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,3,First Lesson: Put the pointy end in the other guy.,RARE,EXPERT1,true,,EX1_536,"Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability.",Cyril Van Der Haegen,,WEAPON,Eaglehorn Bow,,100,800,20,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,1,Zombie.  It's what's for dinner.,COMMON,NAXX,true,,FP1_001,<b>Deathrattle:</b> Restore 5 Health to the enemy hero.,E. M. Gist,Can be crafted after defeating Gluth in the Construct Quarter.,MINION,Zombie Chow,Unlocked by defeating Gluth in the Construct Quarter.,,,,,2,,3,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,4,"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.",COMMON,NAXX,true,,FP1_026,<b>Deathrattle:</b> Return a random friendly minion to your hand.,Nate Bowden,Can be crafted after completing the Rogue Class Challenge in Naxxramas.,MINION,Anub'ar Ambusher,Unlocked by completing the Rogue Class Challenge in Naxxramas.,,,,,5,,5,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,1,Lightning Bolt! Lightning Bolt! Lightning Bolt!,COMMON,EXPERT1,true,0,EX1_238,Deal 3 damage. <b>Overload:</b> (1),Daarken,,SPELL,Lightning Bolt,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ROGUE,9,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",LEGENDARY,TGT,true,,AT_036,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,Eric Braddock,,MINION,Anub'arak,,1600,3200,400,1600,8,,4,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,1,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,COMMON,EXPERT1,true,,EX1_128,Give your minions <b>Stealth</b> until your next turn.,Steve Hui,,SPELL,Conceal,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,"It's like birth, except you're an adult and you were just dead a second ago.",COMMON,NAXX,true,0,FP1_025,"Destroy a minion, then return it to life with full Health.",Dan Scott,Can be crafted after completing the Shaman Class Challenge in Naxxramas.,SPELL,Reincarnate,Unlocked by completing the Shaman Class Challenge in Naxxramas.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,So reaver. Much fel. Wow.,EPIC,GVG,true,,GVG_016,"Whenever your opponent plays a card, remove the top 3 cards of your deck.",Zoltan & Gabor,,MINION,Fel Reaver,,400,1600,100,400,8,MECHANICAL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,2,"Punching is its primary function. Also, its secondary function.",RARE,GVG,true,,GVG_072,"Whenever a character is healed, deal 1 damage to a random enemy.",Dan Scott,,MINION,Shadowboxer,,100,800,20,100,2,MECHANICAL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Ogres have really terrible short-term chocolate.,COMMON,GVG,true,,GVG_065,50% chance to attack the wrong enemy.,Vinod Rams,,MINION,Ogre Brute,,40,400,5,50,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,2,"The stripes make it look like a candy cane, but we recommend against licking it.",RARE,TGT,true,,AT_077,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.",Joe Wilson,,WEAPON,Argent Lance,,100,800,20,100,2,,,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
WARRIOR,7,"Using this card on your enemies is one of the best things in life, according to some barbarians.",EPIC,GVG,true,0,GVG_052,"Destroy a minion. If you have a damaged minion, this costs (4) less.",Michael Sutfin,,SPELL,Crush,,400,1600,100,400,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,It's always Huffer.,RARE,TGT,true,0,AT_005,Transform a minion into a 4/2 Boar with <b>Charge</b>.,Mike Sass,,SPELL,Polymorph: Boar,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,What did the pits ever do to you?,COMMON,TGT,true,,AT_101,,Alex Horley Orlandelli,,MINION,Pit Fighter,,40,400,5,50,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
